codigo,articulo,uxb,precio caja,precio unitario,cantidad_normalizada,unidad_estandar,precio_estandar
2888,LEYENDA PERRO NEGRO ROSSO 700ML,6,481228.85,80204.808,0.7,LT,114578.29714285716
2889,CASALTA ALCOHOL ORGANICO PET 500ML,12,9787.208,815.601,0.5,LT,1631.202
2890,CASALTA MANZANA ORGANICO PET 500ML,12,21975.283,1831.274,0.5,LT,3662.548
2897,SAN PELLEGRINO ARACIATTA ROSSA 24X 330ML,24,106028.995,4417.875,7.92,LT,557.8125
2898,SAN PELLEGRINO LIMONATA 24X 330ML,24,106028.995,4417.875,7.92,LT,557.8125
2899,SAN PELLEGRINO POMPELMO 24X 330ML,24,106028.995,4417.875,7.92,LT,557.8125
2900,SAN PELLEGRINO AGUA TONICA 24X 330ML,24,106028.995,4417.875,7.92,LT,557.8125
2901,ACQUA PANNA PET S/GAS 24X 500ML,24,102465.001,4269.375,12.0,LT,355.78125
2902,SAN PELLEGRINO C/GAS (PET) 24X 500ML,24,102465.001,4269.375,12.0,LT,355.78125
2903,OLIOVITA ACEITUNAS EN RODAJAS 8.2KG,1,16570.493,16570.493,8.2,KG,2020.7918292682928
2904,CABRALES DG CAPPUCCINO X8 UNI,3,29010.96,9670.32,,,
2905,CABRALES DG CORTADO X10 UNI,3,18033.84,6011.28,,,
2906,CABRALES DG ESPRESSO X10 UNI,3,18033.84,6011.28,,,
2907,CABRALES DG LATTE X10 UNI,3,29010.96,9670.32,,,
2908,CABRALES DG LUNGO X10 UNI,3,18033.84,6011.28,,,
2909,BOMBAY SUNSET 700ML,6,468481.322,78080.22,0.7,LT,111543.17142857144
2910,FABRE MONTMAYOU TERRUÑO CAB. SAUV. 750ML,6,70901.59,11816.932,0.75,LT,15755.909333333335
2911,GORDONS TROPICAL FRUITS 700ML,6,95526.198,15921.033,0.7,LT,22744.332857142857
2912,AMANDE ALMENDRA 500ML,12,30579.12,2548.26,0.5,LT,5096.52
2913,ACONCAGUA POMELO 750ML,6,93652.2,15608.7,0.75,LT,20811.600000000002
2925,RUTINI FINCA CENTENARIA LA CONSULTA MALBEC 750ML,6,291599.352,48599.892,0.75,LT,64799.856
2932,SPEED UNLIMITED ZERO 250ML,24,33266.376,1386.099,0.25,LT,5544.396
2933,DR. LEMON VODKA 1LTS,12,38743.305,3228.609,,,
2934,DR. LEMON VODKA LATA 473ML,24,45333.82,1888.909,0.473,LT,3993.46511627907
2935,BEEFEATER BLACKBERRY 700ML,6,161201.725,26866.954,0.7,LT,38381.36285714286
2936,CERVEZA CORONA PORRON 330ML,24,59331.987,2472.166,0.33,LT,7491.412121212122
2937,RED BULL LATA 250ML,24,70794.0,2949.75,0.25,LT,11799.0
2938,ACQUA PANNA 15X 750ML,1,99680.622,99680.622,11.25,LT,8860.499733333334
2939,GOD BLESS YOU AGUA DE COCO 1LTS,8,65318.765,8164.846,,,
2940,MUMM LEGER DULCE 750ML,6,51309.689,8551.615,0.75,LT,11402.153333333334
2941,SCHNEIDER LIMON 473ML,24,44093.695,1837.237,0.473,LT,3884.221987315011
